epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,6587.03,0.39188,0.30798,0.89467,0.99195,0.9329,0.96771,0.93462,0.24792,0.23562,0.79744,0.0007327,0.0007327,0.0007327
56,6704.55,0.40748,0.31308,0.90075,0.99126,0.92776,0.96666,0.92657,0.273,0.24617,0.80829,0.00072775,0.00072775,0.00072775
57,6821.79,0.40932,0.30929,0.90674,0.98283,0.93316,0.96492,0.92817,0.25445,0.23942,0.79765,0.0007228,0.0007228,0.0007228
58,6938.38,0.38946,0.29418,0.8971,0.99702,0.93569,0.96776,0.93831,0.24205,0.21699,0.79643,0.00071785,0.00071785,0.00071785
59,7055.31,0.40091,0.29849,0.90248,0.98967,0.93825,0.97138,0.93787,0.24968,0.2279,0.79475,0.0007129,0.0007129,0.0007129
60,7172.48,0.40408,0.30701,0.90958,0.98172,0.93425,0.96602,0.93187,0.25643,0.23105,0.80072,0.00070795,0.00070795,0.00070795
61,7288.12,0.38458,0.28682,0.89248,0.97573,0.92977,0.97083,0.93429,0.2552,0.24143,0.79934,0.000703,0.000703,0.000703
62,7404.82,0.38884,0.28822,0.89592,0.99183,0.92702,0.97143,0.93783,0.26073,0.23711,0.8007,0.00069805,0.00069805,0.00069805
63,7523.1,0.40081,0.30107,0.90374,0.97855,0.93959,0.97509,0.94174,0.26268,0.23159,0.79697,0.0006931,0.0006931,0.0006931
64,7640.04,0.39262,0.30696,0.89887,0.99519,0.93202,0.97272,0.93721,0.26159,0.22594,0.80111,0.00068815,0.00068815,0.00068815
65,7757.36,0.3942,0.29125,0.90337,0.99168,0.93337,0.97515,0.94545,0.2565,0.23183,0.79566,0.0006832,0.0006832,0.0006832
66,7874.34,0.4032,0.30216,0.90069,0.98938,0.94095,0.97726,0.94691,0.247,0.20083,0.79458,0.00067825,0.00067825,0.00067825
67,7991.14,0.39263,0.2991,0.88898,0.98809,0.95251,0.97687,0.94399,0.26592,0.20459,0.80046,0.0006733,0.0006733,0.0006733
68,8107.85,0.40209,0.2943,0.9079,0.99151,0.93871,0.97707,0.94561,0.25077,0.21398,0.79771,0.00066835,0.00066835,0.00066835
69,8224.88,0.3934,0.29059,0.89916,0.97629,0.95153,0.97805,0.9435,0.26023,0.20335,0.79763,0.0006634,0.0006634,0.0006634
70,8348.94,0.40382,0.30543,0.90014,0.96492,0.95353,0.9763,0.93769,0.28215,0.22812,0.80758,0.00065845,0.00065845,0.00065845
71,8465.73,0.38361,0.29107,0.89778,0.98897,0.9314,0.9711,0.93874,0.25645,0.21508,0.79509,0.0006535,0.0006535,0.0006535
72,8581.56,0.39152,0.30106,0.89156,0.99142,0.9214,0.97494,0.93997,0.25836,0.20823,0.79644,0.00064855,0.00064855,0.00064855
73,8699.44,0.39045,0.29705,0.89297,0.99906,0.93432,0.97633,0.94324,0.24614,0.20311,0.79715,0.0006436,0.0006436,0.0006436
74,8818.66,0.38746,0.29482,0.88888,0.98206,0.95395,0.97796,0.93857,0.25666,0.21079,0.79905,0.00063865,0.00063865,0.00063865
75,8936.21,0.37605,0.28423,0.88903,0.9939,0.94673,0.97736,0.94403,0.26557,0.20685,0.80366,0.0006337,0.0006337,0.0006337
76,9085.79,0.39964,0.30296,0.89956,0.96487,0.96151,0.97694,0.93992,0.25951,0.19486,0.79652,0.00062875,0.00062875,0.00062875
77,9277.42,0.38231,0.28249,0.89647,0.98869,0.94458,0.97733,0.94304,0.2542,0.20397,0.79468,0.0006238,0.0006238,0.0006238
78,9429.88,0.38977,0.29414,0.8967,0.97844,0.94319,0.97713,0.94335,0.24248,0.20705,0.79196,0.00061885,0.00061885,0.00061885
79,9619.58,0.38156,0.2942,0.89372,0.99488,0.92836,0.97731,0.94241,0.24317,0.20228,0.79201,0.0006139,0.0006139,0.0006139
80,9815.91,0.37914,0.28855,0.89851,0.98266,0.94956,0.97596,0.94497,0.24025,0.1944,0.79362,0.00060895,0.00060895,0.00060895
81,9984.63,0.36803,0.27697,0.88379,0.97697,0.93831,0.97328,0.94004,0.23982,0.21081,0.79448,0.000604,0.000604,0.000604
82,10133.7,0.37049,0.27969,0.8873,0.95436,0.96006,0.97707,0.94459,0.25863,0.2231,0.79779,0.00059905,0.00059905,0.00059905
83,10395.3,0.36911,0.28144,0.8808,0.95992,0.95539,0.97705,0.94632,0.24779,0.21611,0.79488,0.0005941,0.0005941,0.0005941
84,10570.5,0.3762,0.27413,0.89264,0.96272,0.95649,0.9777,0.93991,0.2621,0.21957,0.80221,0.00058915,0.00058915,0.00058915
85,10737.7,0.36529,0.25814,0.87885,0.98073,0.94577,0.97707,0.94301,0.26453,0.23105,0.80357,0.0005842,0.0005842,0.0005842
86,10863.4,0.3649,0.26581,0.88096,0.98181,0.9474,0.97663,0.94349,0.25727,0.21172,0.80154,0.00057925,0.00057925,0.00057925
87,11017.6,0.368,0.27794,0.88337,0.97228,0.95162,0.97666,0.94353,0.24731,0.20096,0.79518,0.0005743,0.0005743,0.0005743
88,11197.3,0.36911,0.26702,0.89102,0.98067,0.94624,0.97794,0.93871,0.25645,0.20637,0.79723,0.00056935,0.00056935,0.00056935
89,11323.3,0.35885,0.27512,0.88335,0.96736,0.94992,0.97614,0.93988,0.24857,0.20968,0.7914,0.0005644,0.0005644,0.0005644
